date,year,mo,da,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog
2015-01-01,2015,01,01,19.9,6,1019.3,10,13.7,18.1,27,32,3.9,0,999.9,0
2015-01-02,2015,01,02,25.7,16,1023.3,10,5.1,14.0,19,34,14,0,999.9,0
2015-01-03,2015,01,03,31.5,27,1017.7,5.2,4.6,8.0,999.9,34,15.1,0.09,999.9,0
2015-01-04,2015,01,04,29,26.1,1012.9,3.2,10.3,22.0,27,34,12.9,0.57,2,1
2015-01-05,2015,01,05,2.2,-7.4,1034.9,10,12.4,18.1,24.1,12.9,-2.9,0.04,2,0
2015-01-06,2015,01,06,5.3,-0.9,1028.6,7.4,9.0,20.0,25.1,10,-5.1,0.16,3.1,0
2015-01-07,2015,01,07,3.1,-7.6,1034.1,10,16.5,22.0,28.9,10,-5.1,0.01,3.1,0
2015-01-08,2015,01,08,-2.1,-10.2,1035.1,8.2,13.1,22.0,32.1,10.9,-8,0,3.9,0
2015-01-09,2015,01,09,8.1,-0.5,1022.9,6.7,15.5,24.1,34,18,-8,0.06,3.9,0
2015-01-10,2015,01,10,4.8,-3.9,1030.4,10,10.5,19.0,22,19,-2,0,3.9,0
2015-01-11,2015,01,11,25.8,14.1,1025.1,9.6,9.4,15.0,999.9,32,19,0,3.9,0
2015-01-12,2015,01,12,23.1,16.3,1031.9,6.7,9.1,15.0,999.9,32,15.1,0.19,5.9,1
2015-01-13,2015,01,13,16.9,8.7,1039,8.5,8.9,15.0,20,28,14,0,5.9,0
2015-01-14,2015,01,14,10.5,5.8,1030,9.3,4.4,8.0,999.9,19,1,0,5.1,0
2015-01-15,2015,01,15,22,14.6,1019.9,9.9,8.5,14.0,19,34,1,0,5.1,0
2015-01-16,2015,01,16,28.3,22.4,1019.5,9.8,6.7,11.1,17.1,34,17.1,0,3.9,0
2015-01-17,2015,01,17,34.2,26.6,1010.3,9.4,12.3,21.0,32.1,42.1,23,0,1.2,0
2015-01-18,2015,01,18,36.8,29.5,1007.4,10,11.6,15.9,21,42.1,26.1,0,1.2,0
2015-01-19,2015,01,19,31.8,26.7,1015.5,10,4.3,8.0,999.9,41,25,0,999.9,0
2015-01-20,2015,01,20,33.6,30.3,1012.7,7.5,5.7,14.0,999.9,41,25,0,999.9,0
2015-01-21,2015,01,21,30.9,27.6,1017.3,8.7,7.4,13.0,999.9,36,28.9,0,999.9,0
2015-01-22,2015,01,22,29.9,22.7,1028.4,9.9,5.6,9.9,999.9,33.1,28,0.01,999.9,0
2015-01-23,2015,01,23,29.6,23,1024.1,9.8,9.9,13.0,19,30.9,28,0,999.9,0
2015-01-24,2015,01,24,32.7,26.4,1008.2,9.9,8.2,13.0,15,43,28.9,0,999.9,0
2015-01-25,2015,01,25,31.1,27.5,1008,6.5,10.9,19.0,28,43,26.1,0,1.2,0
2015-01-26,2015,01,26,23.2,15.8,1014.7,9.2,6.6,14.0,999.9,34,15.1,0.08,1.2,0
2015-01-27,2015,01,27,27.4,21.8,1018.7,7,5.6,8.9,999.9,32,15.1,0.07,1.2,0
2015-01-28,2015,01,28,25.8,17.5,1024.1,10,6.3,17.1,20,33.1,19,0,1.2,0
2015-01-29,2015,01,29,33.3,25.2,1012.6,9.3,12.4,20.0,24.1,35.1,19,0.01,1.2,0
2015-01-30,2015,01,30,27,12.5,1029.9,9.9,9.0,15.9,28,35.1,19,0.01,1.2,0
2015-01-31,2015,01,31,27,17.9,1025.9,10,5.9,11.1,999.9,36,18,0,1.2,0
2015-02-01,2015,02,01,29.1,26.8,1016.3,1.7,11.0,22.0,34,36,19,0.35,13,1
2015-02-02,2015,02,02,14.5,8.5,1019,4.9,14.4,21.0,29.9,30.9,6.1,0.65,16.9,1
2015-02-03,2015,02,03,13.5,7.2,1022.4,9.3,6.6,11.1,999.9,24.1,1.9,0.05,16.9,1
2015-02-04,2015,02,04,21.1,16.4,1019.5,6.2,6.8,13.0,999.9,26.1,1.9,0.09,16.1,0
2015-02-05,2015,02,05,7.4,-3,1030.7,10,7.2,11.1,999.9,25,-2,0.02,14.2,0
2015-02-06,2015,02,06,17.5,7.9,1023.3,10,8.7,13.0,22,30.9,-2,0,14.2,0
2015-02-07,2015,02,07,29.1,24.3,1012.2,9.1,6.8,12.0,999.9,41,12.9,0,9.8,0
2015-02-08,2015,02,08,36,33.1,1004.5,5.8,6.6,18.1,24.1,41,18,0,7.9,0
2015-02-09,2015,02,09,25.6,22.3,1019.2,7.8,12.2,15.9,22,39,24.1,0.01,7.1,0
2015-02-10,2015,02,10,24.8,16.8,1023.9,10,6.4,9.9,999.9,33.1,14,0,5.9,0
2015-02-11,2015,02,11,30.6,22.8,1017.3,9.2,10.7,18.1,25.1,35.1,14,0,5.9,0
2015-02-12,2015,02,12,15.9,3.6,1025.9,9.7,14.2,21.0,28,35.1,8.1,0,5.1,0
2015-02-13,2015,02,13,11,1.8,1027,10,7.9,15.9,22,21.9,5,0,5.1,0
2015-02-14,2015,02,14,18.6,8.5,1017.7,8.7,15.2,29.9,41,27,5,0,5.1,0
2015-02-15,2015,02,15,4.5,-6.2,1033.8,8.3,10.3,15.9,999.9,27,-2.9,0,5.1,0
2015-02-16,2015,02,16,11.8,-1.9,1026.2,9.7,4.1,8.0,999.9,18,-2.9,0.03,5.1,0
2015-02-17,2015,02,17,16.5,6.6,1015.2,9,9.2,14.0,20,19,5,0,5.1,0
2015-02-18,2015,02,18,7.3,-3.3,1014.6,9.7,13.3,19.0,27,19,1.9,0,5.1,0
2015-02-19,2015,02,19,-1.8,-15,1027.6,9.8,12.0,15.0,22.9,8.1,-8,0,5.1,0
2015-02-20,2015,02,20,3.3,-6.4,1026,9.1,9.3,21.0,25.1,17.1,-8,0,5.1,0
2015-02-21,2015,02,21,21.7,12,1015,8.8,6.1,19.0,22.9,30.9,16,0.01,5.1,0
2015-02-22,2015,02,22,21.4,10.8,1026.9,9.1,8.9,15.0,999.9,32,10,0,5.1,0
2015-02-23,2015,02,23,4.2,-10.4,1038.9,10,9.4,15.0,17.1,10.9,-4,0,5.1,0
2015-02-24,2015,02,24,11.3,-0.3,1017.8,9.7,13.0,19.0,28.9,28.9,-4,0,5.1,0
2015-02-25,2015,02,25,21.1,7.5,1012.8,9.4,7.7,15.0,22,28.9,3.9,0.01,5.1,0
2015-02-26,2015,02,26,16.8,10.2,1023.9,3.4,10.6,17.1,20,26.1,10,0.31,9.8,1
2015-02-27,2015,02,27,6,-6.6,1034.1,10,8.3,12.0,999.9,19,-2,0.03,9.1,0
2015-02-28,2015,02,28,6,-4.6,1039.6,9.9,4.2,7.0,999.9,21,-9.9,0,7.9,0
2015-03-01,2015,03,01,18.3,12.8,1029.8,5.6,4.9,12.0,999.9,25,10,0.04,7.9,0
2015-03-02,2015,03,02,21.3,10.5,1030.7,10,7.1,11.1,999.9,33.1,10,0.02,7.9,0
2015-03-03,2015,03,03,28.2,22.2,1018.1,6.2,10.9,17.1,24.1,34,12.9,0.1,7.9,0
2015-03-04,2015,03,04,24.1,14.5,1016.8,10,11.4,17.1,27,34,16,0.03,7.1,0
2015-03-05,2015,03,05,11.6,-3.9,1030.4,10,9.4,13.0,15,30.9,3,0,7.1,0
2015-03-06,2015,03,06,12.4,2,1031.1,10,10.1,17.1,26,27,0,0,7.1,0
2015-03-07,2015,03,07,31.7,22,1018.9,9.3,9.9,15.0,21,43,25,0,5.1,0
2015-03-08,2015,03,08,34.9,27.1,1021.2,10,7.0,12.0,999.9,44.1,24.1,0,3.9,0
2015-03-09,2015,03,09,36.8,26.3,1021.2,9.9,4.6,8.9,999.9,50,25,0,2,0
2015-03-10,2015,03,10,40.5,36.1,1017,4,5.9,9.9,15.9,51.1,25,0,3.9,1
2015-03-11,2015,03,11,42.1,33.1,1022.3,6.3,6.7,12.0,999.9,51.1,30,0,999.9,0
2015-03-12,2015,03,12,41.8,26.4,1031.1,10,5.5,15.0,999.9,55.9,28,0,999.9,0
2015-03-13,2015,03,13,47,30.3,1023.5,10,5.8,12.0,999.9,64.9,28,0,999.9,0
2015-03-14,2015,03,14,51,37.4,1016.3,9.7,10.3,18.1,22,64.9,37,0,999.9,0
2015-03-15,2015,03,15,45.2,32,1021.9,10,7.1,17.1,26,62.1,28.9,0,999.9,0
2015-03-16,2015,03,16,58,37.1,1013.1,10,10.9,17.1,25.1,73,48.9,0,999.9,0
2015-03-17,2015,03,17,44.6,26.1,1021.7,10,15.3,26.0,35,73,35.1,0,999.9,0
2015-03-18,2015,03,18,36.8,14.7,1026.9,10,4.1,8.9,999.9,50,28,0,999.9,0
2015-03-19,2015,03,19,41.7,17.7,1024,10,6.5,15.0,999.9,50,28,0,999.9,0
2015-03-20,2015,03,20,42.5,30.3,1018.9,9.7,6.6,12.0,19,50,37,0,999.9,0
2015-03-21,2015,03,21,42.5,34.1,1018.7,7.9,9.9,15.0,20,50,36,0,999.9,0
2015-03-22,2015,03,22,32.4,21.6,1025.2,9.6,8.6,14.0,999.9,48.9,26.1,0,999.9,0
2015-03-23,2015,03,23,29.1,23.9,1025.2,5,10.0,14.0,22.9,35.1,26.1,0.26,5.1,1
2015-03-24,2015,03,24,29.7,20.6,1024.7,9.9,8.5,14.0,999.9,35.1,19,0.37,3.9,0
2015-03-25,2015,03,25,36.6,31.4,1014.9,6.5,11.0,18.1,24.1,41,35.1,0.29,2,0
2015-03-26,2015,03,26,36.7,27.5,1015.9,10,9.0,15.0,18.1,42.1,32,0.25,2,0
2015-03-27,2015,03,27,29,15.6,1020.3,8.8,11.6,15.0,25.1,42.1,21.9,0.04,1.2,0
2015-03-28,2015,03,28,26.8,11.3,1025.6,10,5.9,12.0,999.9,36,19.9,0.01,1.2,0
2015-03-29,2015,03,29,31.6,18.6,1019.9,9.5,12.8,26.0,32.1,46.9,19.9,0,999.9,0
2015-03-30,2015,03,30,46,30.5,1014.7,10,9.4,15.9,28.9,61,23.2,0.01,999.9,0
2015-03-31,2015,03,31,48.7,35.2,1010.7,9.5,8.5,15.0,26,61,34,0,999.9,0
2015-04-01,2015,04,01,51.9,35.1,1015,10,6.9,19.0,28.9,72,35.1,0,999.9,0
2015-04-02,2015,04,02,58.5,42.9,1007.3,9,13.0,19.0,24.1,72,35.1,0.11,999.9,0
2015-04-03,2015,04,03,50.1,30.9,1012.1,10,8.7,15.0,20,64.9,36,0.25,999.9,0
2015-04-04,2015,04,04,39.7,23.1,1022.7,10,10.1,19.0,31.1,57.9,28,0,999.9,0
2015-04-05,2015,04,05,53.5,23.8,1018.1,10,8.5,15.9,25.1,66,46,0,999.9,0
2015-04-06,2015,04,06,45.5,34.5,1015.8,10,5.1,11.1,999.9,66,34,0,999.9,0
2015-04-07,2015,04,07,40.4,35.9,1018.1,7.2,11.3,15.9,22,45,37.9,0.04,999.9,0
2015-04-08,2015,04,08,44.5,42.2,1014.6,3.2,8.2,17.1,22,50,37.9,0.02,999.9,1
2015-04-09,2015,04,09,50.5,48.2,1008.5,3.9,8.9,15.9,27,71.1,39.9,0.07,999.9,1
2015-04-10,2015,04,10,52.6,41.8,1006.4,10,18.5,28.0,40,71.1,39.9,1.37,999.9,0
2015-04-11,2015,04,11,47.7,33.4,1022,10,7.2,19.0,22.9,62.1,37.9,0,999.9,0
2015-04-12,2015,04,12,54.7,32.7,1019.7,10,8.7,15.9,19,68,37.9,0,999.9,0
2015-04-13,2015,04,13,60.1,40.3,1014.7,9.2,11.5,17.1,25.1,68,41,0.19,999.9,0
2015-04-14,2015,04,14,55.8,24.5,1022.8,10,4.8,8.9,999.9,66,39,0.03,999.9,0
2015-04-15,2015,04,15,54,24.6,1024,10,8.3,15.0,999.9,66,39,0,999.9,0
2015-04-16,2015,04,16,52.9,35.9,1020,9.2,7.2,11.1,999.9,66,43,0,999.9,0
2015-04-17,2015,04,17,60.2,44.3,1017.9,9.3,4.7,11.1,999.9,78.1,45,0,999.9,0
2015-04-18,2015,04,18,59.6,42.6,1016.8,9.9,7.5,18.1,24.1,78.1,45,0,999.9,0
2015-04-19,2015,04,19,55.6,34.7,1009.8,9.6,8.3,11.1,20,68,46.9,0,999.9,0
2015-04-20,2015,04,20,48.6,44.4,994.7,7.1,12.3,22.0,28.9,68,44.1,0.47,999.9,0
2015-04-21,2015,04,21,44.3,29,1002.6,10,16.8,26.0,45.1,54,39,0.01,999.9,0
2015-04-22,2015,04,22,39.7,23.7,1007.6,10,13.6,20.0,27,54,34,0,999.9,0
2015-04-23,2015,04,23,42.3,21.3,1014.8,10,8.3,15.9,21,55,32,0,999.9,0
2015-04-24,2015,04,24,44.2,23,1017.2,10,4.2,12.0,999.9,57,28.9,0,999.9,0
2015-04-25,2015,04,25,43.5,37.2,1010.5,8.6,11.3,15.9,22,57,28.9,0.16,999.9,0
2015-04-26,2015,04,26,44.8,28.7,1014,10,9.9,15.9,24.1,55.9,35.1,0.16,999.9,0
2015-04-27,2015,04,27,46.3,30.2,1018.7,10,9.8,15.0,21,55.9,35.1,0,999.9,0
2015-04-28,2015,04,28,46.3,33.7,1020,10,4.5,12.0,999.9,57.9,35.1,0,999.9,0
2015-04-29,2015,04,29,49.7,34.3,1014.4,10,5.7,14.0,19,61,35.1,0,999.9,0
2015-04-30,2015,04,30,45.6,33.9,1014.5,10,10.2,15.9,18.1,61,37.9,0,999.9,0
2015-05-01,2015,05,01,50,36.6,1020.1,10,5.3,13.0,999.9,66.9,37.9,0,999.9,0
2015-05-02,2015,05,02,62.1,38.1,1017.7,10,5.3,12.0,19,75.9,37.9,0,999.9,0
2015-05-03,2015,05,03,67.4,42.6,1014,10,7.4,18.1,24.1,78.1,50,0,999.9,0
2015-05-04,2015,05,04,65.1,54.6,1015.8,9.6,8.6,15.9,21,78.1,55,0.42,999.9,0
2015-05-05,2015,05,05,52.1,45.6,1022.3,6,7.7,11.1,999.9,73.9,48,0.93,999.9,0
2015-05-06,2015,05,06,55.6,50.9,1020.8,2.9,5.8,9.9,999.9,77,46,0.02,999.9,1
2015-05-07,2015,05,07,66.9,52,1016.7,8.7,8.6,20.0,27,82.9,46,0,999.9,0
2015-05-08,2015,05,08,71.1,60.7,1013.3,9.5,8.2,22.0,35.9,82.9,52,0.04,999.9,0
2015-05-09,2015,05,09,59.5,56.2,1016.8,5.6,6.6,14.0,20,81,52,1.01,999.9,0
2015-05-10,2015,05,10,48.5,45.8,1017.3,5.6,8.7,14.0,999.9,64,45,0.13,999.9,1
2015-05-11,2015,05,11,56.4,52.7,1012,6.8,8.8,18.1,27,68,44.6,0.04,999.9,1
2015-05-12,2015,05,12,52,39.5,1015.6,10,16.6,21.0,29.9,68,46.9,0.22,999.9,0
2015-05-13,2015,05,13,47.6,34.7,1028.9,10,8.7,13.0,18.1,55.9,39.9,0,999.9,0
2015-05-14,2015,05,14,52.2,38.8,1026.9,10,8.9,15.0,20,66,39.9,0,999.9,0
2015-05-15,2015,05,15,63.2,56.8,1015.4,9,8.7,12.0,20,75.9,43,0.24,999.9,0
2015-05-16,2015,05,16,69,62.5,1015.2,9.4,4.7,9.9,999.9,79,57,0.02,999.9,0
2015-05-17,2015,05,17,72.3,65,1013.3,8.8,12.6,21.0,29.9,82,62.1,0.01,999.9,0
2015-05-18,2015,05,18,72.1,58.3,1014,10,13.3,20.0,27,82,63,0,999.9,0
2015-05-19,2015,05,19,50.4,36.9,1021.6,10,11.4,18.1,24.1,77,46,0,999.9,0
2015-05-20,2015,05,20,43.5,30.2,1023.9,9.9,7.2,13.0,999.9,53.1,39,0,999.9,0
2015-05-21,2015,05,21,51.8,37.7,1019.2,10,8.2,15.0,20,69.1,39,0.04,999.9,0
2015-05-22,2015,05,22,58.8,35.1,1020.2,10,7.5,9.9,999.9,69.1,45,0,999.9,0
2015-05-23,2015,05,23,61.8,35.6,1025.5,10,6.5,13.0,15.9,80.1,46,0,999.9,0
2015-05-24,2015,05,24,66.1,49.3,1020.2,9.6,5.9,11.1,999.9,80.1,46,0,999.9,0
2015-05-25,2015,05,25,70.4,62.1,1011.6,9.1,12.7,20.0,27,78.1,59,0.36,999.9,0
2015-05-26,2015,05,26,70.6,62.5,1011.7,9.4,10.3,18.1,27,78.1,64,0.07,999.9,0
2015-05-27,2015,05,27,68.4,59.1,1012.5,9.8,11.0,17.1,24.1,73.9,64,0.5,999.9,0
2015-05-28,2015,05,28,69.5,54.3,1020.6,10,4.8,13.0,17.1,82,54,0,999.9,0
2015-05-29,2015,05,29,72.1,60.3,1015.8,9.6,8.9,21.0,34,82,54,0,999.9,0
2015-05-30,2015,05,30,64.4,58.8,1014.7,8.6,8.9,22.0,33,80.1,46.4,0.22,999.9,0
2015-05-31,2015,05,31,47.5,39.5,1021.3,8.4,17.0,22.0,32.1,54,42.1,0.39,999.9,0
2015-06-01,2015,06,01,51.2,39.5,1023.5,10,8.9,13.0,999.9,60.1,42.1,0,999.9,0
2015-06-02,2015,06,02,55.5,40.1,1021.8,10,4.5,11.1,999.9,70,42.1,0,999.9,0
2015-06-03,2015,06,03,62.3,49.2,1017.7,9.9,5.9,8.9,999.9,77,42.1,0,999.9,0
2015-06-04,2015,06,04,68.2,56.7,1015.3,10,7.5,11.1,15,81,50,0,999.9,0
2015-06-05,2015,06,05,65.3,56.7,1017.3,9.3,9.8,18.1,25.1,80.1,55.4,0,999.9,0
2015-06-06,2015,06,06,60.1,50,1020.3,10,9.9,18.1,20,70,51.8,0,999.9,0
2015-06-07,2015,06,07,65.7,57.7,1010.6,8.9,9.0,15.9,24.1,81,52,0,999.9,0
2015-06-08,2015,06,08,73.1,63.8,1004.9,9.6,10.5,24.1,29.9,84,55,0.36,999.9,0
2015-06-09,2015,06,09,69.7,56.2,1008.2,9.7,7.3,19.0,26,84.9,60.1,0.04,999.9,0
2015-06-10,2015,06,10,80.2,62.3,1005.5,10,10.7,18.1,27,91.9,60.1,0,999.9,0
2015-06-11,2015,06,11,68.9,57,1009.9,9.6,6.6,13.0,999.9,75.9,63,0,999.9,0
2015-06-12,2015,06,12,61.5,59,1009.8,4.4,7.0,13.0,999.9,72,57.9,0.32,999.9,0
2015-06-13,2015,06,13,66.1,60.5,1013.2,6.3,6.2,11.1,999.9,84.9,55.4,0.17,999.9,1
2015-06-14,2015,06,14,73.3,67.9,1012.3,8.2,6.8,15.0,19,86,55.9,0.68,999.9,0
2015-06-15,2015,06,15,74.8,69.9,1013,8.2,5.0,9.9,18.1,82.9,68,0.23,999.9,1
2015-06-16,2015,06,16,68.6,58.7,1018.3,8.7,7.9,12.0,999.9,80.1,64,2.56,999.9,0
2015-06-17,2015,06,17,61.3,51,1017.7,8.7,4.8,8.0,999.9,72,55.9,0,999.9,0
2015-06-18,2015,06,18,71.6,65.4,1013.6,7.2,7.1,14.0,19,79,55.9,0.14,999.9,1
2015-06-19,2015,06,19,60.8,50.8,1017.8,10,10.2,14.0,21,79,54,0.27,999.9,0
2015-06-20,2015,06,20,62.8,53.5,1012.3,10,6.0,18.1,25.1,78.1,53.1,0,999.9,0
2015-06-21,2015,06,21,73.5,64.7,1010.9,9.7,7.6,14.0,26,84,53.1,0.31,999.9,0
2015-06-22,2015,06,22,75.2,69.2,1012,9.6,7.8,20.0,29.9,84,66,0,999.9,0
2015-06-23,2015,06,23,75.3,59.3,1012.8,10,9.5,15.9,19,82.9,66,0.09,999.9,0
2015-06-24,2015,06,24,70.2,56.5,1019.5,10,4.5,11.1,999.9,82,60.1,0,999.9,0
2015-06-25,2015,06,25,70.7,64,1015.4,8.9,6.3,12.0,18.1,79,60.1,0.98,999.9,0
2015-06-26,2015,06,26,63.1,58.8,1015.2,6.7,7.7,13.0,999.9,79,60.1,0.03,999.9,0
2015-06-27,2015,06,27,64,52.1,1015,9.6,9.0,14.0,999.9,75.9,55.9,0.13,999.9,0
2015-06-28,2015,06,28,67.5,51,1012.6,9.9,3.2,8.0,999.9,79,54,0,999.9,0
2015-06-29,2015,06,29,68.1,61.6,1009.1,8.2,3.6,8.0,999.9,79,54,0.26,999.9,0
2015-06-30,2015,06,30,68.1,61.4,1008.7,8.4,6.2,13.0,999.9,77,62.1,0.55,999.9,0
2015-07-01,2015,07,01,60.7,52.7,1013.6,10,6.6,9.9,999.9,69.1,55.4,0.17,999.9,0
2015-07-02,2015,07,02,59.3,51.8,1015.5,9.7,8.6,13.0,17.1,69.1,53.1,0,999.9,0
2015-07-03,2015,07,03,64.2,51.9,1014.7,10,4.4,8.9,999.9,77,53.1,0,999.9,0
2015-07-04,2015,07,04,69.7,54.4,1014.4,9.5,3.5,7.0,999.9,81,55,0,999.9,0
2015-07-05,2015,07,05,72.4,58.4,1016.8,6.4,4.0,8.9,999.9,82.9,59,0,999.9,0
2015-07-06,2015,07,06,74.2,64.9,1014.2,7.8,7.3,22.0,28,84.9,60.1,0,999.9,0
2015-07-07,2015,07,07,67.3,58.1,1014,8.5,13.0,22.0,26,84.9,57,0.73,999.9,0
2015-07-08,2015,07,08,59.7,50.2,1018.7,10,6.8,11.1,999.9,71.1,54,0.03,999.9,0
2015-07-09,2015,07,09,63.6,56,1015.1,5.8,6.7,11.1,999.9,77,54,0.07,999.9,0
2015-07-10,2015,07,10,69,56.5,1018.4,8.8,3.5,8.9,999.9,82.9,57.9,0,999.9,0
2015-07-11,2015,07,11,70.4,57.8,1019.6,9.8,4.0,9.9,999.9,82.9,59,0,999.9,0
2015-07-12,2015,07,12,73.6,65.6,1015.2,7.9,4.5,8.0,999.9,82.9,61,0.03,999.9,0
2015-07-13,2015,07,13,75.7,68.2,1007.6,9.9,8.7,27.8,35,86,68,0.29,999.9,0
2015-07-14,2015,07,14,76.2,66.4,1002.7,10,10.0,14.0,22.9,86,68,0.13,999.9,0
2015-07-15,2015,07,15,65.8,53.1,1014.1,10,9.0,14.0,22,82.9,59,0,999.9,0
2015-07-16,2015,07,16,66,56.4,1015.4,9.7,6.0,15.9,22.9,75,57.9,0,999.9,0
2015-07-17,2015,07,17,77.3,70.9,1007.9,7.8,7.9,15.9,26,91.9,57.9,0.97,999.9,0
2015-07-18,2015,07,18,78.7,71.4,1009.6,9.8,6.7,15.0,26,91.9,71.1,0.06,999.9,0
2015-07-19,2015,07,19,79.4,69.6,1010.8,10,8.2,15.9,22,89.1,73,0.54,999.9,0
2015-07-20,2015,07,20,74.5,62,1009.9,10,6.3,13.0,999.9,84.9,63,0,999.9,0
2015-07-21,2015,07,21,74.9,58.2,1009.9,10,8.5,12.0,15.9,84.9,63,0,999.9,0
2015-07-22,2015,07,22,73.6,55.9,1013.9,10,4.0,8.0,999.9,82.9,64,0,999.9,0
2015-07-23,2015,07,23,74.4,56.6,1015.2,10,3.5,8.9,999.9,84.9,63,0,999.9,0
2015-07-24,2015,07,24,75.2,60.1,1015.5,10,5.1,14.0,22,84.9,63,0,999.9,0
2015-07-25,2015,07,25,79.5,67.1,1012.7,10,7.5,12.0,15,91,64,0,999.9,0
2015-07-26,2015,07,26,74.7,65.5,1013.7,10,4.1,9.9,999.9,91,64,0,999.9,0
2015-07-27,2015,07,27,77.2,64,1014.7,9.9,7.2,13.0,19,88,64,0,999.9,0
2015-07-28,2015,07,28,79.4,66.6,1014.5,10,5.8,12.0,999.9,91,66.9,0,999.9,0
2015-07-29,2015,07,29,81.3,66,1013.4,10,8.0,15.9,22,91,66.9,0,999.9,0
2015-07-30,2015,07,30,77.1,55.3,1016.2,10,10.2,19.0,24.1,88,64.9,0,999.9,0
2015-07-31,2015,07,31,78.2,56.4,1015.1,10,10.9,18.1,27,88,64.9,0,999.9,0
2015-08-01,2015,08,01,75.5,54,1014.2,10,9.3,15.9,21,87.1,64,0,999.9,0
2015-08-02,2015,08,02,79.6,65.4,1009.3,9.7,11.7,20.0,45.1,91,64,0,999.9,0
2015-08-03,2015,08,03,75.7,60.1,1008.3,10,10.0,19.0,31.1,91,66.9,0.53,999.9,0
2015-08-04,2015,08,04,72.2,53.5,1013.2,10,7.4,14.0,19,82,61,0,999.9,0
2015-08-05,2015,08,05,72.7,55.6,1016.4,10,4.6,11.1,15,82,61,0,999.9,0
2015-08-06,2015,08,06,73.3,60.6,1014.6,10,6.6,11.1,14,82.9,61,0,999.9,0
2015-08-07,2015,08,07,73.2,59.3,1012.6,10,7.0,13.0,20,82.9,63,0,999.9,0
2015-08-08,2015,08,08,75.3,62.6,1011.9,10,6.7,11.1,999.9,82.9,63,0,999.9,0
2015-08-09,2015,08,09,71.8,65.9,1014.1,6.9,4.4,11.1,999.9,82,66.9,0,999.9,0
2015-08-10,2015,08,10,75.1,67.7,1011.3,8,4.8,19.0,22.9,84,66.9,0,999.9,0
2015-08-11,2015,08,11,72.9,62.3,1015.1,10,6.6,13.0,999.9,84,64.9,0.02,999.9,0
2015-08-12,2015,08,12,71.2,56.8,1020.1,10,3.6,8.0,999.9,82,61,0,999.9,0
2015-08-13,2015,08,13,73.8,60.4,1018.7,10,7.9,17.1,22.9,84.9,61,0,999.9,0
2015-08-14,2015,08,14,78.2,66.1,1017.9,10,8.5,14.0,999.9,90,64.9,0,999.9,0
2015-08-15,2015,08,15,76.6,66.7,1018.7,9.8,6.1,22.0,35,91.9,66.9,0.21,999.9,0
2015-08-16,2015,08,16,78.7,69.1,1018.2,9.6,5.2,13.0,20,91.9,66.9,0.14,999.9,0
2015-08-17,2015,08,17,78.6,67.1,1016.3,9.6,6.2,19.0,26,89.1,68,0,999.9,0
2015-08-18,2015,08,18,73.6,66.8,1011.2,9.5,6.4,13.0,20,88,66.9,0.25,999.9,0
2015-08-19,2015,08,19,71.7,63.2,1004.9,9.7,11.1,21.0,28,82.9,66.9,0.27,999.9,0
2015-08-20,2015,08,20,64.8,52.9,1008.9,10,13.6,18.1,28,75,59,0,999.9,0
2015-08-21,2015,08,21,68.7,53,1017.1,10,6.7,14.0,15.9,82,55,0,999.9,0
2015-08-22,2015,08,22,72.1,56.7,1018.1,10,9.3,19.0,24.1,82,55,0,999.9,0
2015-08-23,2015,08,23,71.5,58.6,1012.3,9.8,9.8,17.1,25.1,81,60.1,0,999.9,0
2015-08-24,2015,08,24,65,49,1013.2,10,11.5,20.0,29.9,77,55,0,999.9,0
2015-08-25,2015,08,25,63.4,48.2,1015.5,10,8.9,15.0,22.9,75,55,0,999.9,0
2015-08-26,2015,08,26,61.9,52.4,1019.7,10,6.0,9.9,999.9,72,55.9,0,999.9,0
2015-08-27,2015,08,27,63.1,52.3,1021.6,9.9,3.6,12.0,999.9,75.9,51.1,0,999.9,0
2015-08-28,2015,08,28,65.5,56.8,1019.8,9.7,4.2,11.1,999.9,75.9,51.1,0,999.9,0
2015-08-29,2015,08,29,67.6,63.2,1017.2,7.7,5.7,8.9,999.9,72,55.9,0.49,999.9,0
2015-08-30,2015,08,30,68.4,63.9,1016.9,5.4,3.3,9.9,999.9,77,63,0.25,999.9,0
2015-08-31,2015,08,31,71,64.2,1016.9,6,2.8,7.0,999.9,84.9,60.1,0,999.9,1
2015-09-01,2015,09,01,77.7,69.9,1016.3,8.7,4.5,9.9,18.1,88,60.1,0,999.9,0
2015-09-02,2015,09,02,80.3,69.4,1015.9,9.9,7.1,13.0,19,90,68,0,999.9,0
2015-09-03,2015,09,03,81,68.3,1013.2,10,6.9,14.0,20,91,72,0,999.9,0
2015-09-04,2015,09,04,74.4,66.8,1014.8,9.9,5.4,11.1,15.9,91,68,0,999.9,0
2015-09-05,2015,09,05,75.4,67.3,1017.8,9.6,6.1,13.0,999.9,87.1,68,0,999.9,0
2015-09-06,2015,09,06,79.9,66.6,1017.3,9.9,7.9,14.0,19,91.9,69.1,0,999.9,0
2015-09-07,2015,09,07,81.5,66.9,1014.4,10,7.3,9.9,999.9,91.9,70,0,999.9,0
2015-09-08,2015,09,08,77,69.6,1011.5,9.3,6.5,22.0,29.9,88,70,0.02,999.9,1
